zh_name,en_name
阿斯脱利亚,Astraea
蛇来也!,Snake Crossing
帝国余晖,di guo yu hui
星夜迷城,StarryNight
山海神兽在哪里,Where are the creatures of mountains and seas
循环：教室,Loop:ClassRoom
幽暗破坏,Dark Destruction
地下,Below Level
小西游记：石猴问世,Little JttW: The Birth
稍温屠杀：光精灵,Lukewarm Massacre: The Spirit of Light
仙途,xiantu
这是一个正方形！,This Is A Square
天亮了,morning
寻回小队,Recovery Team
速算,QuickCalculation
机械之围,Mechanical Besiege
昆仑工程,Project Kunlun
地狱方块,Squares of Hell
精灵守护者,Elf Defense
古墓噩梦,Tomb nightmares
红色星球防御工事,Red Planet Rampart
贸易与战斗,TradeAndFight
生命之井无法动弹,The Well of Life Cannot Move
堪景模拟器,Scouting Simulator
三国演义·蜀汉传奇,Romance of the Three Kingdoms: Legend of Shu Han
遠古大陸:經商世界,ygdl
爱心小红,Love Red
爪牙对决：猫狗赌斗,Claw Clash: Cat vs Dog Betting
路尼亞戰記,Lunia
战棋大陆,SRPG Continents
我委托了一些兔子9,I commissioned some bunnies 9
我拜托了一些兔子 8,I commissioned some bunnies 8
征服中世纪,Medieval Conquest
梦想之地,Dream Land
迷失艺廊 X,Gallery X
沙滩乒乓宝贝VR,Beach Ping Pong Babes VR
扫雷99,Minesweeper 99
庭院乐园,Garden Paradise
哈迪斯2,Hades 2
夜族崛起,V Rising
鸣潮,WutheringWaves
地狱之刃2：塞娜的史诗,Senua’s Saga: Hellblade II
家园3,Homeworld 3
超时空方舟,Chrono Ark
动物井,ANIMAL WELL
非生物因素,Abiotic Factor
征服之歌,Songs of Conquest
灵魂面甲,Soulmask
全网公敌2：新世界,Cyber Manhunt 2: New World - The Hacking Simulator
寓言之地,Fabledom
小猫咪大城市,"Little Kitty, Big City"
鸡械绿洲,Cluckmech Oasis
战争之人2,Men of War II
女鬼桥2：释魂路,The Bridge Curse 2: The Extrication
预先号令,WARNO
求生岛：不老泉传说,Survival: Fountain of Youth
电竞教父,Esport Godfather
不羁联盟,XDefiant
死亡教堂,Corpse Keeper
波斯王子：Rogue,The Rogue Prince of Persia
真探2,CaseCracker2
印蒂卡,INDIKA
梦幻引擎：游牧城市,Dream Engines: Nomad Cities
心门守卫,Gatekeeper
时空幻境：周年版,"Braid, Anniversary Edition"
勇敢的心：叶落归根,Valiant Hearts: Coming Home
职场浮生记,Zhi Chang Fu Sheng Ji
道衍诀,Daoyanjue
全民街篮,Hoop City: 3v3
六方守护者,Hexguardian
锚点：封锁区,Anchors:Blockade Zone
我的海岛,My Island
夺牌狂飙,Rungore
造物主 2,Reus 2
荒野左轮：法外之徒,Chambers: The Outlaw
甜心AI追捕计划,Love Chase
血清,Serum
奇星协力,Synergy
战国无双4DX,Samurai Warriors 4 DX
女神保卫战,nv shen bao wei zhan
天呐！找不到真爱就扑街！,tianna！zhaobudaozhenaijiupujie！
跨西伯利亚铁路模拟器,Trans-Siberian Railway Simulator
坤化危机,KUNKUN Defender
毁灭工具,Instruments of Destruction
打倒白雪公主！乌拉！：序章,Union of Gnomes: Prologue
英魂之刃,Yinghunzhiren
贝果爱情故事,Bagel Love Story
狂想异星,Ruindog
电竞教父：传奇将至,Esports Godfather: The Legend Begins
星际工业国,Space industrial empire
筮灵,SHILING
命悬一刃,Die by the Blade
海天岛传说,Isles of Sea and Sky
纸间谜迹,Paper Trail
黑暗笔录,Dark Notes
往事伴我,With My Past
黑白剑刃,Blade of the Netherworld
神奇英侠,Capes
雾隐战记 C.A.R.D.S. RPG,C.A.R.D.S. RPG: The Misty Battlefield
亡者之地,The Land Beneath Us
东京都市谜案特搜事件簿,TOKYO PSYCHODEMIC
SKALD：攻打黑修院,SKALD: Against the Black Priory
不可思议的幻想乡 -FORESIGHT-,Touhou Genso Wanderer -FORESIGHT-
九州仙境,Sacred X：Heavens Wonderland
狂歌远行,Heading Out - A Narrative Road Movie Racing Game
女巫和百合,Witch and Lilies
亚路塔,Aeruta
迷你空管：序章,Mini Airways: Prologue
新宿葬命,SHINJUKU SOUMEI
幽灵霍迪,Hauntii
网吧 & 超市模拟器 2024,Internet Cafe & Supermarket Simulator 2024
沉船遗礼,Gift
医魔商道,Undead Inc.
阿斯特：巨碑之刃,Astor: Blade of the Monolith
转生为领主开始冒险吧,Re:Lord – Tales of Adventure
职场浮生记：入职,zhi chang fu sheng ji ru zhi
存储大战：NEURODIVER,Read Only Memories: NEURODIVER
放置英雄,Idle Heros
卡牌连击：对决,Combo Card Clashers
随机军团,Random Legion
卡尔德里亚大家族,Great Houses of Calderia
地城大师,Cryptmaster
锚点：启动,Anchors: Start
侦探死神向你招手,The Detective Reaper Invites
吃豆人 无尽地道争豆 暴食沒有极限,PAC-MAN Mega Tunnel Battle: Chomp Champs
惊悚故事：异世迷境,Creepy Tale: Some Other Place
基因恐慌,Genopanic
血色天堂 2,Blood Heaven 2
巴拉丁,Baladins
恐怖之眼,Eyes: The Horror Game
神无迷宫,Kanna Maze
九魂的久远,Umbraclaw
失落王座,Dethroned
恶魔之刃,DEVIL BLADE REBOOT
返杀,Back Fire
星跃物语,Star Leaping Story
水星潮,Mareld
极地煎蛋,Arctic Eggs
未来侵蚀,Ingression
神器行者：圣骑士,Artifact Seeker:Paladin
我在末日捡垃圾,I pick up trash in the apocalypse
狩魔战潮,Battletide
炮弹人冲冲冲,Mob Control
倾覆之国：最后一战,Kingdom of Fallen: The Last Stand
三小幸存者,Trinity Survivors
爱生活,Loving Life
灵魂桥接,Soul Link
和平缔造者：光辉王女,Peacemaker: Glorious Princess
赤裸与恐惧,Naked and Afraid: The Game
黑洞大作战,Hole io
时空传说：佣兵王战记,Shikongchuanshuo:yongbingwanzhanji
桌上勇者,Zhuoshangyongzhe
江湖问情,Asking for Love in the Jianghu
松树之心,Pine Hearts
原点计划 2：序章,Bio Prototype 2:Prologue
與妹有約,Promise with My Sister
藏尸体的方法,The Method of Hiding a Body
经验教训,Lesson Learned
冬眠,hibernation
镇魂职业学院,Zhenhun Vocational College
深渊与地下城,Abyss and Dungeons
小马宝莉：西风高地谜团,Xiaoma Baoli: The Mystery of Xifeng Heights
心跳AI询问游戏,Doki Doki AI Interrogation
看谁挖的深,Dig Deep
地下城扫雷,Dungeon Minesweeper
赛博甜心,CyberHoney
来切我鸭,ASMR Slicing
牛仔3030,Cowboy 3030
来自地狱的女人,Girlfriend from Hell
道法战传说2,Idle Taoist Mage Warrior 2
毒液入侵者,The Nom
业火,Hellfire
公主与观众,princess audience
菜市场模拟器,Old Market Simulator
经典马拉松,Classic Marathon
攻城与召唤,Siege and Summoning
完美之骰,Perfect Dice
苏 - 解锁第四维度,su
夜啼,NIGHT CROW
幸运岛,Lucky Island
茶言茶语,Tea Talk
橘猫猫的幻想,jumaomao
西游记 幻想西游释厄传,Journey to the West Fantasy Journey to the West Shiyuzhuan
奔跑吧，香肠！,Run Sausage Run!
天哪！是心动的感觉！,Oh my god!Crush!
机械恋心,Mechanical love
球跳塔,Helix Jump
极限侦探,Extreme Detective
无线木偶,No Strings Attached
机械陷阱,Mechanical Trap
拆墙游戏,Bucket Crusher
知天命,Prescience
神枪手强尼,Johnny Trigger
寻物大师：这里什么都没有,Infinite Seek and Find
猫三国,cat three kingdoms
神枪手强尼：狙击手,Johnny Trigger: Sniper
步兵攻击,Infantry Attack
史莱姆糯米,smile nomi
花战,Flower Fight
神夜症候群,Midnight Syndrome
怪奇地牢探险,Monster Crawl
香肠大作战,Sausage Wars
壮士水族馆 -肌肉水族馆模拟器-,Machorium -Muscle Aquarium Simulator-
无良游戏公司-加班地狱,Overtime Heroes Exit 8
日出的命令,Sunrise's Order
近距离作战3：俄国前线,Close Combat 3: The Russian Front
帝王之路,The Way Of Kings
六面体,Hexahedra
梦境多人生存挑战,Dream Survivors
三国.群英志,san guo qun ying zhuan
蛋蛋蛋蛋蛋,EGGGG
近距离作战2：遥远的桥,Close Combat 2: A Bridge Too Far
高尔夫家伙,Golf Guys
纸片大作战2,Paper io 2
涂色迷宫,Amaze!
水族馆乐园,Aquarium Land
连锁共振,Resonance chain
近距离作战,Close Combat
实时变声器,MagicMic - Real-time Voice Changer
点亮它的色彩,Light-It Up
童子命 序章,The Child's Destiny: Prologue
莫比乌斯疑案,The Mobius Riddle
重播铃铛西瓜老虎机风游戏,ReplayBellSuikaSlotLikeGame
太空采矿者,Astro Miner
禁止时间,Tempus Bound
不可思议之国的冒险酒场,Adventure Bar Story
与芙兰朵露一起游乐园吧,With Furandoru at the amusement park
破碎之地,po sui zhi di
你好世界：序章,Hello World
口袋迷你高尔夫 2,Pocket Mini Golf 2
虎馬,Trauma
元卡牌2 序章,MetaCard2 Prologue
动物炸弹棋,Animal Bomb Chess
再见吧！义父！,zaijianba!yifu!
五行：五鬼搬运,Five Elements: Ghosts Delivery
誘拐犯,Kidnappers
幽幽子大人食欲不振,Yuyuko is suffering from lack of appetite
勇者救魔神—阿奎拉尼大陆战记,Brave Save the Demon God -Aquilani Mainland Battle
排水大作战,"Ready, Set, Plumb!"
梦幻诗篇,DreamyPoems
钰杀融神记,yu sha rong shen jin
健康第一,keep health
致过去破损的时光,zhi guo qu po sun de shi guang
雪女传,"The Legend of Snow Maiden"""
智械危机,MechCrisis
地图守护者的领域,Overworld - Map Keeper's Realm
火纹幸存者,Fire Lost Survivor
暗影之魂,Souls of Shadow
图形幸存者,Shape Survivor
DIY时尚明星,DIY Fashion Star
倚天屠魔记,yitiantumoji
口袋迷你高尔夫,Pocket Mini Golf
九幽剑记,Jiugong Sword
烟花战争,Call of FireWork
我决心做3A: 01/65,I'm Determined to Make 3A: 01/65
灵灯,ghost light
圣石法师,Holy Stone Mage
我们的战争：最强的盾,Our War: The Strongest Shield
星旅：前奏,Wandering Planet: Prelude
艺术拼图,Art Jigsaw Puzzles
我的面包房帝国,My Bakery Empire
未知守则,Unknown Rules
神经症神经元家族,Neurose Neurones
在失去秩序的庭院里,InTheDisorderlyCourtyard
火焰保护者之划破苍穹,FlameProtector-SlidingKill
斗兽棋,Trojan
塔防设计师,TowerDefenceDesigner
我委托了一些老鼠4,I commissioned some mice 4
反射,Reflect
拉德的沙盒,Lade's Sandbox
暗影之心,Heart of Shadows
10番商店街,Shotengai 10
林中对决：猫侠大战,Forest Showdown：Cat Hero Battle
组装飞船,modified spaceship
祝你幸福,Wish you happiness
異住 ~,first escape~
无尽迷宫,Maze Endless
气球杀手,BalloonBreaker
金字塔游戏,Pyramid Game
勇跳高峰,Jump Higher
百万星舰,Million Star Ship
我委托了一些兔子5,I commissioned some bunnies 5
疯狂弹珠,Marble Madness
极简格斗2,simple fight 2
昆虫模拟飞行,Insect Flight Simulator VR
悲哀朋克：劳动、生存与火箭 序章,TRAGEDYPUNK:Prologue
我拜托了一些兔子4,I commissioned some bunnies 4
場次保衛戰,Fighting Frontier
我拜托了一些兔子 7,I commissioned some bunnies 7
我拜托了一些兔子 6,I commissioned some bunnies 6
迷阵追缉,Maze pursuit
数学,math
居家模拟器,Home Simulator
命运英雄：序章,Hero of Fate:Prologue
迷思矩阵,Myth Matrix
活着的日子,Live Day
元素释放：水之领域,Element Release: Water Territory
魔法巡逻使,Magic Patrol Envoy
庄园领主,Manor Lords
恶魔轮盘,Buckshot Roulette
恶意不息,No Rest for the Wicked
前方高能,Content Warning
死亡岛2,Dead Island 2
无感染区,Infection Free Zone
饿殍：明末千里行,The Hungry lamb : Traveling in the Late Ming Dynasty
Sky光遇,Sky: Children of the Light
熔炉密林,Rotwood
百英雄传,Eiyuden Chronicle: Hundred Heroes
蟹蟹寻宝奇遇,Another Crab's Treasure
赶紧送走,"Ready, Steady, Ship!"
星球工匠,The Planet Crafter
太荒初境,Cultivation Tales
沙漠大冒险,SAND LAND
火之石『Firestone』放置幻想王国英雄管理RPG,Firestone: Online Idle RPG
废土帝国：人类复兴,Revival: Recolonization
灰区战争,Gray Zone Warfare
东方冰之勇者记：序章,Touhou Hero of Ice Fairy
飙酷车神：轰鸣盛典,The Crew 3: Motorfest
星之后裔：Knights of Veda,ASTRA: Knights of Veda
颂钟长鸣,Bellwright
喜丧,Laughing to Die
英灵殿之子,Sons of Valhalla
数字魅影：极限竞赛,Meta-Ghost: The Breaking Show
无径之林,Pathless Woods
实境求生,Survisland
网吧进化论,Internet Cafe Evolution
宝莲灯：太子沉香,Lotus Lantern: Rescue Mother
峰顶王国,Laysara: Summit Kingdom
飞车派对：乱斗高尔夫,Turbo Golf Racing
斯盖尔仪式,Sker Ritual
女神异闻录：夜幕魅影,Persona 5: X
不祥之夜：回魂,Sinister Night: Revive
笠鬼,The Devil Within: Satgat
突然＊恋人,Making＊Lovers CN Edition
百万吨级武藏W：WIRED,MEGATON MUSASHI W: WIRED
破碎之路,Broken Roads
辐射之海：序章,Sea of Radiation:Prologue
深渊之影,Shadow of the Depth
火花奇遇记：自动化冒险,Oddsparks: An Automation Adventure
旅人苏菲亚,Sophia the Traveler
小小城建：序章,Mini Settlers: Prologue
没有B计划,No Plan B
铁路先驱,Sweet Transit
炎之鸟：首章,Akatori: Сhapter One
哈罗德·哈利巴,Harold Halibut
非套路奇幻游戏(YAFT),Yet Another Fantasy Title (YAFT)
洪流之风,Diluvian Winds
肯泽拉传说：扎乌,Tales of Kenzera: ZAU
星之翼,Xingzhiyi
太阳之子,Children of the Sun
骰子刺客,Dice Assassin
奇异恩典·圣夜的小镇,Amazing Grace -What color is your attribute?-
定制女友,CustomizedGirlfriend
血色矿脉,Swarm Grinder
巨兽战争：狂暴版,Gigantic: Rampage Edition
买个可乐饼吧,Buy a Croquette
彼方的她,Aliya
洋流朋克,Ocean Current Punk
国王之墓,Kingsgrave
虚拟无限计划,Virtua Unlimited Project
驱煞,qusha
私人订制：我的专属韩国女团,My love with the GirlsGroup
厄瑞班：暗影之族,Ereban: Shadow Legacy
破灭,Saviorless
萌物求生,Twilight Survivors
化形战士,BIOMORPH
修仙小屋,xiuxian house
宇宙魔弹哥卓普,Godrop
落花洞女,Bride into the Cave
即刻离职,Quit Today
龙魂在哪里,Where Dragon Spirits
岛与工厂,Island And Factories
异能者重生,Staffer Reborn
节奏战士,Beat Slayer
成土市的我,CTcity
13层：公寓异常管理员,13 Floors: Anomalies
逍遥仙游图,Ultimate Scroll
古神：太古试炼,Deitydead：Elder Trial
战姬拉斯蒂尔 无限的迷宫城,Rustil: Eternal Labyrinth Castle
天机录,tianjilu
星球乐园,Planetiles
三国真龙传,Romance of the Three True Dragons
格式塔：五日回,GESTALT: The Fifth Day
穿越僵尸启示录2：牢笼,Scheming Through The Zombie Apocalypse Ep2: Caged
灵魂协议,SOUL COVENANT
忍者神龟街机：变种人之怒,Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants
东方希莲船 ~,Ultimate Fatal Octopus
黎明前夜,Before The Dawn
最恐 -青鬼-,Absolute Fear -AOONI-
异世界创造者,Creator of Another World
冰球大莽斗,Goons: Legends & Mayhem
Vtuber大师,Master of Vtuber
杀戮深渊,Slay The Abyss
热血大唐,Hot blooded Tang Dynasty
宅府诡话,Mysteries of the Manor
妄想凶疗院,Horrific Xanatorium
X异变,X Mutation
杀手公寓,Apartment of Death
魔物联盟自走棋,Monster United
修真世界,XiuzhenWorld
蛮之纪,Savage Age
最后的传奇,The Last Legend
勇者之墓,Tomb of the Brave
落落谜可思,RoRo PuzzMiX
逃出青龙山Re,Escape Qinglong Mountain Re
摸鱼爬爬,Moyupapa
命运棋途,FateChessboard
东方永恒符卡,Touhou Eternal Spell Cards
咒术如律令,Abraca
别碰我的野餐,Picnic Peril
辉石纪：远征,Luminite Era: Expedition
简易三国志,Simple Sanguo
咒印轮转,curse seal rotation
超级战士,Ubersoldier
后室：MEG档案库,Backrooms:MEG Archives
社畜塔防,Wage Slave TD
我委托了一些看不见的人0,I commissioned some invisible people 0
喵星寻猫,Find Cats
没事儿小狗,Nothing Dog
特技艺术家,Art of Stunt
怪話2,Strange Talk 2
渔海,Yuhai
碧蓝战棋,Azur Chess
乱斗先锋,luandouxianfeng
三国与武侠与江湖,Three Kingdoms and Martial Arts and Jianghu
声,Koe
暮雨流花,Twilight rain and flowing flowers
帐篷与树,Tents and Trees
编程工厂,Programming Factory
幸存者之地,Land of the Survivors
遗忘魔塔,Forgotten Magic Tower
维斯佩拉旅馆,Vespera_Hotel
《未解之谜2：桥师》,Unsolved Mystery 2: Bridge Master
鸟魂2 -勇者挑战-,TORIDAMA2: Brave Challenge
不安的回忆,Uneasy Memories
勇者斗斗龙Online,Dragon Quest Online
龙武女将,Dragon Warrior Girl
最后的英雄,Last Heroes
0层。 - The cursed Elevator to Floor Zero -,0th floor. - The cursed elevator to floor zero -
蒸汽波之路 VR,Vaporwave Road VR
八荒客栈,Inn of Eight Horizons
赛博司机 VR,Cyber Driver VR
组装像素艺术拼图,Dot Piece Puzzle
德·蜜莉安魔法：奇迹蓝图,DeMiriam Magic: Blueprint of Miracle
帝国末日前的学院狂想,Academy Rhapsody Before the End of the Empire
永无止境的黑暗森林,The Endless Dark Forest
死亡降临,aod
殖民地保卫战,Colony Defense
摸鱼拼图,Easy Jigsaw Puzzle
单词涂图乐,word draw
须臾,TheHustleGameV1
基础人体学习软件,Basic human body learning software
捏鼠妙妙屋,nieshumiaomiao
公主棋局,Princess Chessboard
小石冒险,Koishi Adventure?
心灵之森,Forest of Soul
混沌扳机,ChaosTrigger
阿特的奇幻冒险,Art's Fantastic Adventure
霊室,Ghost room
模拟训练室:杀戮,Simulation Training Room: Massacre
亚赛游戏,YasaiGame
绞肉机,Meatgrinder
深层宝藏,Deep Treasure
两只手的蛋,Two Hands Eggs
一直向前,always forword
诸子伏魔,Zhuzi Subdues Demons
氢游戏,Hydrogen Game
僵尸浪潮,The Zombie Wave
猫咪台球,Cat Billiards
逃生,escape
我要出院,leaving the hospital
我委托了一些瓢虫3,I commissioned some ladybugs 3
我委托了一些老鼠3,I commissioned some mice 3
箱庭小駅伝2,Hakoniwa Small Ekiden 2
混乱之海,Sea of Chaos
银河战争,Galactic Wars One
穿越迷宫世界,Cross the Maze World
天天跑酷,Parkour every day
黏黏箭头,Sticky Arrow
十位灵魂,The Ten Soul
一键圆角,Round My Corners
我委托了一些兔子3,I commissioned some bunnies 3
天天向上,keep up
伏魔,fumo
梦中的摇篮曲,Lullaby in Dreams
活体金属,Living Metal
被讨厌的勇气,The Courage to be Disliked
虚幻之轨迹：赌上最强之名，30猎兵被迫不断进化,"Unreal Trail: Betting on the strongest name, 30 Hunters are forced to constantly evolve"
廻段,KAIDANN
隐藏线索2：迈阿密,Hidden Clues 2: Miami
